,Year,County,Income Poverty Ratio Category,Not Insured
4838,2018,Sequatchie,<= 400% of Poverty,1190
4839,2018,Sequatchie,138% to 400% of Poverty,654
4840,2018,Sevier,All Incomes,13515
4841,2018,Sevier,<= 200% of Poverty,8052
4842,2018,Sevier,<= 250% of Poverty,9683
4843,2018,Sevier,<= 138% of Poverty,5283
4844,2018,Sevier,<= 400% of Poverty,12146
4845,2018,Sevier,138% to 400% of Poverty,6863
4846,2018,Shelby,All Incomes,107268
4847,2018,Shelby,<= 200% of Poverty,63768
4848,2018,Shelby,<= 250% of Poverty,74815
4849,2018,Shelby,<= 138% of Poverty,44470
4850,2018,Shelby,<= 400% of Poverty,93716
4851,2018,Shelby,138% to 400% of Poverty,49246
4852,2018,Smith,All Incomes,1892
4853,2018,Smith,<= 200% of Poverty,1079
4854,2018,Smith,<= 250% of Poverty,1279
4855,2018,Smith,<= 138% of Poverty,679
4856,2018,Smith,<= 400% of Poverty,1669
4857,2018,Smith,138% to 400% of Poverty,990
4858,2018,Stewart,All Incomes,1356
4859,2018,Stewart,<= 200% of Poverty,799
4860,2018,Stewart,<= 250% of Poverty,953
4861,2018,Stewart,<= 138% of Poverty,551
4862,2018,Stewart,<= 400% of Poverty,1190
4863,2018,Stewart,138% to 400% of Poverty,639
4864,2018,Sullivan,All Incomes,14323
4865,2018,Sullivan,<= 200% of Poverty,8188
4866,2018,Sullivan,<= 250% of Poverty,9824
4867,2018,Sullivan,<= 138% of Poverty,5545
4868,2018,Sullivan,<= 400% of Poverty,12556
4869,2018,Sullivan,138% to 400% of Poverty,7011
4870,2018,Sumner,All Incomes,15785
4871,2018,Sumner,<= 200% of Poverty,7469
4872,2018,Sumner,<= 250% of Poverty,9404
4873,2018,Sumner,<= 138% of Poverty,4636
4874,2018,Sumner,<= 400% of Poverty,13035
4875,2018,Sumner,138% to 400% of Poverty,8399
4876,2018,Tipton,All Incomes,5738
4877,2018,Tipton,<= 200% of Poverty,2957
4878,2018,Tipton,<= 250% of Poverty,3598
4879,2018,Tipton,<= 138% of Poverty,1939
4880,2018,Tipton,<= 400% of Poverty,4843
4881,2018,Tipton,138% to 400% of Poverty,2904
4882,2018,Trousdale,All Incomes,880
4883,2018,Trousdale,<= 200% of Poverty,506
4884,2018,Trousdale,<= 250% of Poverty,609
4885,2018,Trousdale,<= 138% of Poverty,347
4886,2018,Trousdale,<= 400% of Poverty,779
4887,2018,Trousdale,138% to 400% of Poverty,432
4888,2018,Unicoi,All Incomes,1632
4889,2018,Unicoi,<= 200% of Poverty,1028
4890,2018,Unicoi,<= 250% of Poverty,1198
4891,2018,Unicoi,<= 138% of Poverty,710
4892,2018,Unicoi,<= 400% of Poverty,1478
4893,2018,Unicoi,138% to 400% of Poverty,768
4894,2018,Union,All Incomes,2136
4895,2018,Union,<= 200% of Poverty,1272
4896,2018,Union,<= 250% of Poverty,1503
4897,2018,Union,<= 138% of Poverty,916
4898,2018,Union,<= 400% of Poverty,1918
4899,2018,Union,138% to 400% of Poverty,1002
4900,2018,Van Buren,All Incomes,588
4901,2018,Van Buren,<= 200% of Poverty,366
4902,2018,Van Buren,<= 250% of Poverty,441
4903,2018,Van Buren,<= 138% of Poverty,263
4904,2018,Van Buren,<= 400% of Poverty,539
4905,2018,Van Buren,138% to 400% of Poverty,276
4906,2018,Warren,All Incomes,5246
4907,2018,Warren,<= 200% of Poverty,3306
4908,2018,Warren,<= 250% of Poverty,3837
4909,2018,Warren,<= 138% of Poverty,2294
4910,2018,Warren,<= 400% of Poverty,4756
4911,2018,Warren,138% to 400% of Poverty,2462
4912,2018,Washington,All Incomes,10856
4913,2018,Washington,<= 200% of Poverty,6403
4914,2018,Washington,<= 250% of Poverty,7494
4915,2018,Washington,<= 138% of Poverty,4294
4916,2018,Washington,<= 400% of Poverty,9608
4917,2018,Washington,138% to 400% of Poverty,5314
4918,2018,Wayne,All Incomes,1501
4919,2018,Wayne,<= 200% of Poverty,917
4920,2018,Wayne,<= 250% of Poverty,1077
4921,2018,Wayne,<= 138% of Poverty,649
4922,2018,Wayne,<= 400% of Poverty,1349
4923,2018,Wayne,138% to 400% of Poverty,700
4924,2018,Weakley,All Incomes,3261
4925,2018,Weakley,<= 200% of Poverty,2016
4926,2018,Weakley,<= 250% of Poverty,2357
4927,2018,Weakley,<= 138% of Poverty,1407
4928,2018,Weakley,<= 400% of Poverty,2933
4929,2018,Weakley,138% to 400% of Poverty,1526
4930,2018,White,All Incomes,2666
4931,2018,White,<= 200% of Poverty,1680
4932,2018,White,<= 250% of Poverty,1960
4933,2018,White,<= 138% of Poverty,1156
4934,2018,White,<= 400% of Poverty,2432
4935,2018,White,138% to 400% of Poverty,1276
4936,2018,Williamson,All Incomes,12500
4937,2018,Williamson,<= 200% of Poverty,5427
4938,2018,Williamson,<= 250% of Poverty,6838
4939,2018,Williamson,<= 138% of Poverty,3206
4940,2018,Williamson,<= 400% of Poverty,9519
4941,2018,Williamson,138% to 400% of Poverty,6313
4942,2018,Wilson,All Incomes,11102
4943,2018,Wilson,<= 200% of Poverty,5316
4944,2018,Wilson,<= 250% of Poverty,6640
4945,2018,Wilson,<= 138% of Poverty,3344
4946,2018,Wilson,<= 400% of Poverty,9141
4947,2018,Wilson,138% to 400% of Poverty,5797
4948,time,,IPR_DESC,NUI_PT
4949,2019,Anderson,All Incomes,7356
4950,2019,Anderson,<= 200% of Poverty,4122
4951,2019,Anderson,<= 250% of Poverty,5091
4952,2019,Anderson,<= 138% of Poverty,2906
4953,2019,Anderson,<= 400% of Poverty,6424
4954,2019,Anderson,138% to 400% of Poverty,3518
4955,2019,Bedford,All Incomes,6283
4956,2019,Bedford,<= 200% of Poverty,3649
4957,2019,Bedford,<= 250% of Poverty,4387
4958,2019,Bedford,<= 138% of Poverty,2396
4959,2019,Bedford,<= 400% of Poverty,5604
4960,2019,Bedford,138% to 400% of Poverty,3208
4961,2019,Benton,All Incomes,1630
4962,2019,Benton,<= 200% of Poverty,978
4963,2019,Benton,<= 250% of Poverty,1162
4964,2019,Benton,<= 138% of Poverty,725
4965,2019,Benton,<= 400% of Poverty,1454
4966,2019,Benton,138% to 400% of Poverty,729
4967,2019,Bledsoe,All Incomes,1574
4968,2019,Bledsoe,<= 200% of Poverty,961
4969,2019,Bledsoe,<= 250% of Poverty,1131
4970,2019,Bledsoe,<= 138% of Poverty,691
4971,2019,Bledsoe,<= 400% of Poverty,1419
4972,2019,Bledsoe,138% to 400% of Poverty,728
4973,2019,Blount,All Incomes,12138
4974,2019,Blount,<= 200% of Poverty,6353
4975,2019,Blount,<= 250% of Poverty,7811
4976,2019,Blount,<= 138% of Poverty,4152
4977,2019,Blount,<= 400% of Poverty,10342
4978,2019,Blount,138% to 400% of Poverty,6190
4979,2019,Bradley,All Incomes,12174
4980,2019,Bradley,<= 200% of Poverty,6783
4981,2019,Bradley,<= 250% of Poverty,8359
4982,2019,Bradley,<= 138% of Poverty,4779
4983,2019,Bradley,<= 400% of Poverty,10636
4984,2019,Bradley,138% to 400% of Poverty,5857
4985,2019,Campbell,All Incomes,3962
4986,2019,Campbell,<= 200% of Poverty,2206
4987,2019,Campbell,<= 250% of Poverty,2669
4988,2019,Campbell,<= 138% of Poverty,1554
4989,2019,Campbell,<= 400% of Poverty,3507
4990,2019,Campbell,138% to 400% of Poverty,1953
4991,2019,Cannon,All Incomes,1473
4992,2019,Cannon,<= 200% of Poverty,833
4993,2019,Cannon,<= 250% of Poverty,998
4994,2019,Cannon,<= 138% of Poverty,580
4995,2019,Cannon,<= 400% of Poverty,1296
4996,2019,Cannon,138% to 400% of Poverty,716
4997,2019,Carroll,All Incomes,2641
4998,2019,Carroll,<= 200% of Poverty,1494
4999,2019,Carroll,<= 250% of Poverty,1819
5000,2019,Carroll,<= 138% of Poverty,1050
5001,2019,Carroll,<= 400% of Poverty,2310
5002,2019,Carroll,138% to 400% of Poverty,1260
5003,2019,Carter,All Incomes,5950
5004,2019,Carter,<= 200% of Poverty,3615
5005,2019,Carter,<= 250% of Poverty,4338
5006,2019,Carter,<= 138% of Poverty,2689
5007,2019,Carter,<= 400% of Poverty,5383
5008,2019,Carter,138% to 400% of Poverty,2694
5009,2019,Cheatham,All Incomes,4020
5010,2019,Cheatham,<= 200% of Poverty,1902
5011,2019,Cheatham,<= 250% of Poverty,2375
5012,2019,Cheatham,<= 138% of Poverty,1233
5013,2019,Cheatham,<= 400% of Poverty,3375
5014,2019,Cheatham,138% to 400% of Poverty,2142
5015,2019,Chester,All Incomes,1635
5016,2019,Chester,<= 200% of Poverty,910
5017,2019,Chester,<= 250% of Poverty,1132
5018,2019,Chester,<= 138% of Poverty,641
5019,2019,Chester,<= 400% of Poverty,1456
5020,2019,Chester,138% to 400% of Poverty,815
5021,2019,Claiborne,All Incomes,2953
5022,2019,Claiborne,<= 200% of Poverty,1748
5023,2019,Claiborne,<= 250% of Poverty,2120
5024,2019,Claiborne,<= 138% of Poverty,1272
5025,2019,Claiborne,<= 400% of Poverty,2690
5026,2019,Claiborne,138% to 400% of Poverty,1418
5027,2019,Clay,All Incomes,787
5028,2019,Clay,<= 200% of Poverty,505
5029,2019,Clay,<= 250% of Poverty,586
5030,2019,Clay,<= 138% of Poverty,381
5031,2019,Clay,<= 400% of Poverty,717
5032,2019,Clay,138% to 400% of Poverty,336
5033,2019,Cocke,All Incomes,3544
5034,2019,Cocke,<= 200% of Poverty,2168
5035,2019,Cocke,<= 250% of Poverty,2549
5036,2019,Cocke,<= 138% of Poverty,1568
5037,2019,Cocke,<= 400% of Poverty,3180
5038,2019,Cocke,138% to 400% of Poverty,1612
5039,2019,Coffee,All Incomes,5468
5040,2019,Coffee,<= 200% of Poverty,3020
5041,2019,Coffee,<= 250% of Poverty,3692
5042,2019,Coffee,<= 138% of Poverty,1918
5043,2019,Coffee,<= 400% of Poverty,4759
5044,2019,Coffee,138% to 400% of Poverty,2841
5045,2019,Crockett,All Incomes,1736
5046,2019,Crockett,<= 200% of Poverty,1017
5047,2019,Crockett,<= 250% of Poverty,1224
5048,2019,Crockett,<= 138% of Poverty,707
5049,2019,Crockett,<= 400% of Poverty,1545
5050,2019,Crockett,138% to 400% of Poverty,838
5051,2019,Cumberland,All Incomes,5862
5052,2019,Cumberland,<= 200% of Poverty,3345
5053,2019,Cumberland,<= 250% of Poverty,4102
5054,2019,Cumberland,<= 138% of Poverty,2219
5055,2019,Cumberland,<= 400% of Poverty,5186
5056,2019,Cumberland,138% to 400% of Poverty,2967
5057,2019,Davidson,All Incomes,78123
5058,2019,Davidson,<= 200% of Poverty,41636
5059,2019,Davidson,<= 250% of Poverty,50852
5060,2019,Davidson,<= 138% of Poverty,28083
5061,2019,Davidson,<= 400% of Poverty,66072
5062,2019,Davidson,138% to 400% of Poverty,37989
5063,2019,Decatur,All Incomes,1105
5064,2019,Decatur,<= 200% of Poverty,670
5065,2019,Decatur,<= 250% of Poverty,797
5066,2019,Decatur,<= 138% of Poverty,482
5067,2019,Decatur,<= 400% of Poverty,986
5068,2019,Decatur,138% to 400% of Poverty,504
5069,2019,DeKalb,All Incomes,2313
5070,2019,DeKalb,<= 200% of Poverty,1424
5071,2019,DeKalb,<= 250% of Poverty,1675
5072,2019,DeKalb,<= 138% of Poverty,1013
5073,2019,DeKalb,<= 400% of Poverty,2080
5074,2019,DeKalb,138% to 400% of Poverty,1067
5075,2019,Dickson,All Incomes,5200
5076,2019,Dickson,<= 200% of Poverty,2584
5077,2019,Dickson,<= 250% of Poverty,3182
5078,2019,Dickson,<= 138% of Poverty,1678
5079,2019,Dickson,<= 400% of Poverty,4425
5080,2019,Dickson,138% to 400% of Poverty,2747
5081,2019,Dyer,All Incomes,3440
5082,2019,Dyer,<= 200% of Poverty,1921
5083,2019,Dyer,<= 250% of Poverty,2351
5084,2019,Dyer,<= 138% of Poverty,1308
5085,2019,Dyer,<= 400% of Poverty,2982
5086,2019,Dyer,138% to 400% of Poverty,1674
5087,2019,Fayette,All Incomes,3586
5088,2019,Fayette,<= 200% of Poverty,1809
5089,2019,Fayette,<= 250% of Poverty,2225
5090,2019,Fayette,<= 138% of Poverty,1168
5091,2019,Fayette,<= 400% of Poverty,2972
5092,2019,Fayette,138% to 400% of Poverty,1804
5093,2019,Fentress,All Incomes,1842
5094,2019,Fentress,<= 200% of Poverty,1141
5095,2019,Fentress,<= 250% of Poverty,1367
5096,2019,Fentress,<= 138% of Poverty,865
5097,2019,Fentress,<= 400% of Poverty,1670
5098,2019,Fentress,138% to 400% of Poverty,805
5099,2019,Franklin,All Incomes,3699
5100,2019,Franklin,<= 200% of Poverty,1996
5101,2019,Franklin,<= 250% of Poverty,2453
5102,2019,Franklin,<= 138% of Poverty,1344
5103,2019,Franklin,<= 400% of Poverty,3214
5104,2019,Franklin,138% to 400% of Poverty,1870
5105,2019,Gibson,All Incomes,4596
5106,2019,Gibson,<= 200% of Poverty,2561
5107,2019,Gibson,<= 250% of Poverty,3114
5108,2019,Gibson,<= 138% of Poverty,1664
5109,2019,Gibson,<= 400% of Poverty,3997
5110,2019,Gibson,138% to 400% of Poverty,2333
5111,2019,Giles,All Incomes,2994
5112,2019,Giles,<= 200% of Poverty,1664
5113,2019,Giles,<= 250% of Poverty,2031
5114,2019,Giles,<= 138% of Poverty,1130
5115,2019,Giles,<= 400% of Poverty,2627
5116,2019,Giles,138% to 400% of Poverty,1497
5117,2019,Grainger,All Incomes,2522
5118,2019,Grainger,<= 200% of Poverty,1454
5119,2019,Grainger,<= 250% of Poverty,1751
5120,2019,Grainger,<= 138% of Poverty,1035
5121,2019,Grainger,<= 400% of Poverty,2248
5122,2019,Grainger,138% to 400% of Poverty,1213
5123,2019,Greene,All Incomes,6864
5124,2019,Greene,<= 200% of Poverty,3923
5125,2019,Greene,<= 250% of Poverty,4752
5126,2019,Greene,<= 138% of Poverty,2737
5127,2019,Greene,<= 400% of Poverty,6080
5128,2019,Greene,138% to 400% of Poverty,3343
5129,2019,Grundy,All Incomes,1465
5130,2019,Grundy,<= 200% of Poverty,881
5131,2019,Grundy,<= 250% of Poverty,1047
5132,2019,Grundy,<= 138% of Poverty,643
5133,2019,Grundy,<= 400% of Poverty,1316
5134,2019,Grundy,138% to 400% of Poverty,673
5135,2019,Hamblen,All Incomes,8105
5136,2019,Hamblen,<= 200% of Poverty,4898
5137,2019,Hamblen,<= 250% of Poverty,5807
5138,2019,Hamblen,<= 138% of Poverty,3602
5139,2019,Hamblen,<= 400% of Poverty,7288
5140,2019,Hamblen,138% to 400% of Poverty,3686
5141,2019,Hamilton,All Incomes,35273
5142,2019,Hamilton,<= 200% of Poverty,18850
5143,2019,Hamilton,<= 250% of Poverty,23143
5144,2019,Hamilton,<= 138% of Poverty,12859
5145,2019,Hamilton,<= 400% of Poverty,30031
5146,2019,Hamilton,138% to 400% of Poverty,17172
5147,2019,Hancock,All Incomes,587
5148,2019,Hancock,<= 200% of Poverty,376
5149,2019,Hancock,<= 250% of Poverty,436
5150,2019,Hancock,<= 138% of Poverty,289
5151,2019,Hancock,<= 400% of Poverty,546
5152,2019,Hancock,138% to 400% of Poverty,257
5153,2019,Hardeman,All Incomes,2033
5154,2019,Hardeman,<= 200% of Poverty,1220
5155,2019,Hardeman,<= 250% of Poverty,1474
5156,2019,Hardeman,<= 138% of Poverty,878
5157,2019,Hardeman,<= 400% of Poverty,1836
5158,2019,Hardeman,138% to 400% of Poverty,958
5159,2019,Hardin,All Incomes,2370
5160,2019,Hardin,<= 200% of Poverty,1322
5161,2019,Hardin,<= 250% of Poverty,1610
5162,2019,Hardin,<= 138% of Poverty,932
5163,2019,Hardin,<= 400% of Poverty,2082
5164,2019,Hardin,138% to 400% of Poverty,1150
5165,2019,Hawkins,All Incomes,5094
5166,2019,Hawkins,<= 200% of Poverty,3011
5167,2019,Hawkins,<= 250% of Poverty,3600
5168,2019,Hawkins,<= 138% of Poverty,2142
5169,2019,Hawkins,<= 400% of Poverty,4550
5170,2019,Hawkins,138% to 400% of Poverty,2408
5171,2019,Haywood,All Incomes,1613
5172,2019,Haywood,<= 200% of Poverty,915
5173,2019,Haywood,<= 250% of Poverty,1112
5174,2019,Haywood,<= 138% of Poverty,658
5175,2019,Haywood,<= 400% of Poverty,1444
5176,2019,Haywood,138% to 400% of Poverty,786
5177,2019,Henderson,All Incomes,2834
5178,2019,Henderson,<= 200% of Poverty,1576
5179,2019,Henderson,<= 250% of Poverty,1896
5180,2019,Henderson,<= 138% of Poverty,1072
5181,2019,Henderson,<= 400% of Poverty,2487
5182,2019,Henderson,138% to 400% of Poverty,1415
5183,2019,Henry,All Incomes,3121
5184,2019,Henry,<= 200% of Poverty,1830
5185,2019,Henry,<= 250% of Poverty,2205
5186,2019,Henry,<= 138% of Poverty,1301
5187,2019,Henry,<= 400% of Poverty,2765
5188,2019,Henry,138% to 400% of Poverty,1464
5189,2019,Hickman,All Incomes,2682
5190,2019,Hickman,<= 200% of Poverty,1482
5191,2019,Hickman,<= 250% of Poverty,1782
5192,2019,Hickman,<= 138% of Poverty,978
5193,2019,Hickman,<= 400% of Poverty,2328
5194,2019,Hickman,138% to 400% of Poverty,1350
5195,2019,Houston,All Incomes,883
5196,2019,Houston,<= 200% of Poverty,497
5197,2019,Houston,<= 250% of Poverty,589
5198,2019,Houston,<= 138% of Poverty,331
5199,2019,Houston,<= 400% of Poverty,775
5200,2019,Houston,138% to 400% of Poverty,444
5201,2019,Humphreys,All Incomes,1710
5202,2019,Humphreys,<= 200% of Poverty,934
5203,2019,Humphreys,<= 250% of Poverty,1139
5204,2019,Humphreys,<= 138% of Poverty,630
5205,2019,Humphreys,<= 400% of Poverty,1484
5206,2019,Humphreys,138% to 400% of Poverty,854
5207,2019,Jackson,All Incomes,1258
5208,2019,Jackson,<= 200% of Poverty,741
5209,2019,Jackson,<= 250% of Poverty,889
5210,2019,Jackson,<= 138% of Poverty,507
5211,2019,Jackson,<= 400% of Poverty,1131
5212,2019,Jackson,138% to 400% of Poverty,624
5213,2019,Jefferson,All Incomes,5509
5214,2019,Jefferson,<= 200% of Poverty,3181
5215,2019,Jefferson,<= 250% of Poverty,3860
5216,2019,Jefferson,<= 138% of Poverty,2132
5217,2019,Jefferson,<= 400% of Poverty,4878
5218,2019,Jefferson,138% to 400% of Poverty,2746
5219,2019,Johnson,All Incomes,1476
5220,2019,Johnson,<= 200% of Poverty,911
5221,2019,Johnson,<= 250% of Poverty,1078
5222,2019,Johnson,<= 138% of Poverty,656
5223,2019,Johnson,<= 400% of Poverty,1344
5224,2019,Johnson,138% to 400% of Poverty,688
5225,2019,Knox,All Incomes,41329
5226,2019,Knox,<= 200% of Poverty,23001
5227,2019,Knox,<= 250% of Poverty,27641
5228,2019,Knox,<= 138% of Poverty,15941
5229,2019,Knox,<= 400% of Poverty,35380
5230,2019,Knox,138% to 400% of Poverty,19439
5231,2019,Lake,All Incomes,444
5232,2019,Lake,<= 200% of Poverty,280
5233,2019,Lake,<= 250% of Poverty,323
5234,2019,Lake,<= 138% of Poverty,208
5235,2019,Lake,<= 400% of Poverty,400
5236,2019,Lake,138% to 400% of Poverty,192
5237,2019,Lauderdale,All Incomes,2374
5238,2019,Lauderdale,<= 200% of Poverty,1423
5239,2019,Lauderdale,<= 250% of Poverty,1711
5240,2019,Lauderdale,<= 138% of Poverty,1000
5241,2019,Lauderdale,<= 400% of Poverty,2158
5242,2019,Lauderdale,138% to 400% of Poverty,1158
5243,2019,Lawrence,All Incomes,4613
5244,2019,Lawrence,<= 200% of Poverty,2613
5245,2019,Lawrence,<= 250% of Poverty,3201
5246,2019,Lawrence,<= 138% of Poverty,1824
5247,2019,Lawrence,<= 400% of Poverty,4094
5248,2019,Lawrence,138% to 400% of Poverty,2270
5249,2019,Lewis,All Incomes,1137
5250,2019,Lewis,<= 200% of Poverty,653
5251,2019,Lewis,<= 250% of Poverty,781
5252,2019,Lewis,<= 138% of Poverty,452
5253,2019,Lewis,<= 400% of Poverty,1012
5254,2019,Lewis,138% to 400% of Poverty,560
5255,2019,Lincoln,All Incomes,3607
5256,2019,Lincoln,<= 200% of Poverty,1951
5257,2019,Lincoln,<= 250% of Poverty,2441
5258,2019,Lincoln,<= 138% of Poverty,1384
5259,2019,Lincoln,<= 400% of Poverty,3148
5260,2019,Lincoln,138% to 400% of Poverty,1764
5261,2019,Loudon,All Incomes,5388
5262,2019,Loudon,<= 200% of Poverty,2899
5263,2019,Loudon,<= 250% of Poverty,3557
5264,2019,Loudon,<= 138% of Poverty,1842
5265,2019,Loudon,<= 400% of Poverty,4663
5266,2019,Loudon,138% to 400% of Poverty,2821
5267,2019,McMinn,All Incomes,5432
5268,2019,McMinn,<= 200% of Poverty,3257
5269,2019,McMinn,<= 250% of Poverty,3844
5270,2019,McMinn,<= 138% of Poverty,2271
5271,2019,McMinn,<= 400% of Poverty,4840
5272,2019,McMinn,138% to 400% of Poverty,2569
5273,2019,McNairy,All Incomes,2295
5274,2019,McNairy,<= 200% of Poverty,1355
5275,2019,McNairy,<= 250% of Poverty,1606
5276,2019,McNairy,<= 138% of Poverty,942
5277,2019,McNairy,<= 400% of Poverty,2044
5278,2019,McNairy,138% to 400% of Poverty,1102
5279,2019,Macon,All Incomes,3011
5280,2019,Macon,<= 200% of Poverty,1800
5281,2019,Macon,<= 250% of Poverty,2184
5282,2019,Macon,<= 138% of Poverty,1300
5283,2019,Macon,<= 400% of Poverty,2716
5284,2019,Macon,138% to 400% of Poverty,1416
5285,2019,Madison,All Incomes,8637
5286,2019,Madison,<= 200% of Poverty,4862
5287,2019,Madison,<= 250% of Poverty,5925
5288,2019,Madison,<= 138% of Poverty,3455
5289,2019,Madison,<= 400% of Poverty,7541
5290,2019,Madison,138% to 400% of Poverty,4086
5291,2019,Marion,All Incomes,2764
5292,2019,Marion,<= 200% of Poverty,1468
5293,2019,Marion,<= 250% of Poverty,1830
5294,2019,Marion,<= 138% of Poverty,1051
5295,2019,Marion,<= 400% of Poverty,2422
5296,2019,Marion,138% to 400% of Poverty,1371
5297,2019,Marshall,All Incomes,3353
5298,2019,Marshall,<= 200% of Poverty,1817
5299,2019,Marshall,<= 250% of Poverty,2224
5300,2019,Marshall,<= 138% of Poverty,1240
5301,2019,Marshall,<= 400% of Poverty,2941
5302,2019,Marshall,138% to 400% of Poverty,1701
5303,2019,Maury,All Incomes,9081
5304,2019,Maury,<= 200% of Poverty,4754
5305,2019,Maury,<= 250% of Poverty,5819
5306,2019,Maury,<= 138% of Poverty,3100
5307,2019,Maury,<= 400% of Poverty,7730
5308,2019,Maury,138% to 400% of Poverty,4630
5309,2019,Meigs,All Incomes,1249
5310,2019,Meigs,<= 200% of Poverty,690
5311,2019,Meigs,<= 250% of Poverty,857
5312,2019,Meigs,<= 138% of Poverty,495
5313,2019,Meigs,<= 400% of Poverty,1104
5314,2019,Meigs,138% to 400% of Poverty,609
5315,2019,Monroe,All Incomes,4731
5316,2019,Monroe,<= 200% of Poverty,2635
5317,2019,Monroe,<= 250% of Poverty,3247
5318,2019,Monroe,<= 138% of Poverty,1889
5319,2019,Monroe,<= 400% of Poverty,4240
5320,2019,Monroe,138% to 400% of Poverty,2351
5321,2019,Montgomery,All Incomes,17282
5322,2019,Montgomery,<= 200% of Poverty,9616
5323,2019,Montgomery,<= 250% of Poverty,11590
5324,2019,Montgomery,<= 138% of Poverty,6235
5325,2019,Montgomery,<= 400% of Poverty,14918
5326,2019,Montgomery,138% to 400% of Poverty,8683
5327,2019,Moore,All Incomes,514
5328,2019,Moore,<= 200% of Poverty,271
5329,2019,Moore,<= 250% of Poverty,335
5330,2019,Moore,<= 138% of Poverty,180
5331,2019,Moore,<= 400% of Poverty,443
5332,2019,Moore,138% to 400% of Poverty,263
5333,2019,Morgan,All Incomes,1887
5334,2019,Morgan,<= 200% of Poverty,1174
5335,2019,Morgan,<= 250% of Poverty,1365
5336,2019,Morgan,<= 138% of Poverty,842
5337,2019,Morgan,<= 400% of Poverty,1687
5338,2019,Morgan,138% to 400% of Poverty,845
5339,2019,Obion,All Incomes,2918
5340,2019,Obion,<= 200% of Poverty,1666
5341,2019,Obion,<= 250% of Poverty,2005
5342,2019,Obion,<= 138% of Poverty,1161
5343,2019,Obion,<= 400% of Poverty,2570
5344,2019,Obion,138% to 400% of Poverty,1409
5345,2019,Overton,All Incomes,2296
5346,2019,Overton,<= 200% of Poverty,1310
5347,2019,Overton,<= 250% of Poverty,1603
